img_path,mask_path,record_id,folder,has_contrail
../output/goes16_pl/images/121_13_20231211330205.png,../output/goes16_pl/masks/121_13_20231211330205.npy,121_13_20231211330205,,True
../output/goes16_pl/images/121_13_20231211340205.png,../output/goes16_pl/masks/121_13_20231211340205.npy,121_13_20231211340205,,True
../output/goes16_pl/images/121_13_20231211350205.png,../output/goes16_pl/masks/121_13_20231211350205.npy,121_13_20231211350205,,True
../output/goes16_pl/images/121_14_20231211400205.png,../output/goes16_pl/masks/121_14_20231211400205.npy,121_14_20231211400205,,True
../output/goes16_pl/images/121_14_20231211410205.png,../output/goes16_pl/masks/121_14_20231211410205.npy,121_14_20231211410205,,True
../output/goes16_pl/images/121_14_20231211420205.png,../output/goes16_pl/masks/121_14_20231211420205.npy,121_14_20231211420205,,True
../output/goes16_pl/images/121_14_20231211430205.png,../output/goes16_pl/masks/121_14_20231211430205.npy,121_14_20231211430205,,True
../output/goes16_pl/images/121_14_20231211440205.png,../output/goes16_pl/masks/121_14_20231211440205.npy,121_14_20231211440205,,True
../output/goes16_pl/images/121_14_20231211450205.png,../output/goes16_pl/masks/121_14_20231211450205.npy,121_14_20231211450205,,True
../output/goes16_pl/images/121_15_20231211500205.png,../output/goes16_pl/masks/121_15_20231211500205.npy,121_15_20231211500205,,True
../output/goes16_pl/images/121_15_20231211510205.png,../output/goes16_pl/masks/121_15_20231211510205.npy,121_15_20231211510205,,True
../output/goes16_pl/images/121_15_20231211520205.png,../output/goes16_pl/masks/121_15_20231211520205.npy,121_15_20231211520205,,True
../output/goes16_pl/images/121_15_20231211530205.png,../output/goes16_pl/masks/121_15_20231211530205.npy,121_15_20231211530205,,True
../output/goes16_pl/images/121_15_20231211540205.png,../output/goes16_pl/masks/121_15_20231211540205.npy,121_15_20231211540205,,True
../output/goes16_pl/images/121_15_20231211550205.png,../output/goes16_pl/masks/121_15_20231211550205.npy,121_15_20231211550205,,True
../output/goes16_pl/images/121_16_20231211600205.png,../output/goes16_pl/masks/121_16_20231211600205.npy,121_16_20231211600205,,True
../output/goes16_pl/images/121_16_20231211610205.png,../output/goes16_pl/masks/121_16_20231211610205.npy,121_16_20231211610205,,True
../output/goes16_pl/images/121_16_20231211620205.png,../output/goes16_pl/masks/121_16_20231211620205.npy,121_16_20231211620205,,True
../output/goes16_pl/images/121_16_20231211630205.png,../output/goes16_pl/masks/121_16_20231211630205.npy,121_16_20231211630205,,True
../output/goes16_pl/images/121_16_20231211640205.png,../output/goes16_pl/masks/121_16_20231211640205.npy,121_16_20231211640205,,True
../output/goes16_pl/images/121_16_20231211650205.png,../output/goes16_pl/masks/121_16_20231211650205.npy,121_16_20231211650205,,True
../output/goes16_pl/images/121_17_20231211700203.png,../output/goes16_pl/masks/121_17_20231211700203.npy,121_17_20231211700203,,True
../output/goes16_pl/images/121_17_20231211710203.png,../output/goes16_pl/masks/121_17_20231211710203.npy,121_17_20231211710203,,True
../output/goes16_pl/images/121_17_20231211720203.png,../output/goes16_pl/masks/121_17_20231211720203.npy,121_17_20231211720203,,True
../output/goes16_pl/images/121_17_20231211730203.png,../output/goes16_pl/masks/121_17_20231211730203.npy,121_17_20231211730203,,True
../output/goes16_pl/images/121_17_20231211740203.png,../output/goes16_pl/masks/121_17_20231211740203.npy,121_17_20231211740203,,True
../output/goes16_pl/images/121_17_20231211750203.png,../output/goes16_pl/masks/121_17_20231211750203.npy,121_17_20231211750203,,True
../output/goes16_pl/images/121_18_20231211800203.png,../output/goes16_pl/masks/121_18_20231211800203.npy,121_18_20231211800203,,True
../output/goes16_pl/images/121_18_20231211810203.png,../output/goes16_pl/masks/121_18_20231211810203.npy,121_18_20231211810203,,True
../output/goes16_pl/images/121_18_20231211820203.png,../output/goes16_pl/masks/121_18_20231211820203.npy,121_18_20231211820203,,True
../output/goes16_pl/images/121_18_20231211830203.png,../output/goes16_pl/masks/121_18_20231211830203.npy,121_18_20231211830203,,True
../output/goes16_pl/images/121_18_20231211840203.png,../output/goes16_pl/masks/121_18_20231211840203.npy,121_18_20231211840203,,True
../output/goes16_pl/images/121_18_20231211850203.png,../output/goes16_pl/masks/121_18_20231211850203.npy,121_18_20231211850203,,True
../output/goes16_pl/images/121_19_20231211900203.png,../output/goes16_pl/masks/121_19_20231211900203.npy,121_19_20231211900203,,True
../output/goes16_pl/images/121_19_20231211910203.png,../output/goes16_pl/masks/121_19_20231211910203.npy,121_19_20231211910203,,True
../output/goes16_pl/images/121_19_20231211920203.png,../output/goes16_pl/masks/121_19_20231211920203.npy,121_19_20231211920203,,True
../output/goes16_pl/images/121_19_20231211930203.png,../output/goes16_pl/masks/121_19_20231211930203.npy,121_19_20231211930203,,True
../output/goes16_pl/images/121_19_20231211940203.png,../output/goes16_pl/masks/121_19_20231211940203.npy,121_19_20231211940203,,True
../output/goes16_pl/images/121_19_20231211950203.png,../output/goes16_pl/masks/121_19_20231211950203.npy,121_19_20231211950203,,True
../output/goes16_pl/images/121_20_20231212000203.png,../output/goes16_pl/masks/121_20_20231212000203.npy,121_20_20231212000203,,True
../output/goes16_pl/images/121_20_20231212010203.png,../output/goes16_pl/masks/121_20_20231212010203.npy,121_20_20231212010203,,True
../output/goes16_pl/images/121_20_20231212030203.png,../output/goes16_pl/masks/121_20_20231212030203.npy,121_20_20231212030203,,True
../output/goes16_pl/images/121_20_20231212040203.png,../output/goes16_pl/masks/121_20_20231212040203.npy,121_20_20231212040203,,True
../output/goes16_pl/images/121_20_20231212050203.png,../output/goes16_pl/masks/121_20_20231212050203.npy,121_20_20231212050203,,True
../output/goes16_pl/images/121_21_20231212100203.png,../output/goes16_pl/masks/121_21_20231212100203.npy,121_21_20231212100203,,True
../output/goes16_pl/images/121_21_20231212110203.png,../output/goes16_pl/masks/121_21_20231212110203.npy,121_21_20231212110203,,True
../output/goes16_pl/images/121_21_20231212120203.png,../output/goes16_pl/masks/121_21_20231212120203.npy,121_21_20231212120203,,True
../output/goes16_pl/images/121_21_20231212130203.png,../output/goes16_pl/masks/121_21_20231212130203.npy,121_21_20231212130203,,True
../output/goes16_pl/images/121_21_20231212140203.png,../output/goes16_pl/masks/121_21_20231212140203.npy,121_21_20231212140203,,True
../output/goes16_pl/images/121_21_20231212150203.png,../output/goes16_pl/masks/121_21_20231212150203.npy,121_21_20231212150203,,True
../output/goes16_pl/images/121_22_20231212200203.png,../output/goes16_pl/masks/121_22_20231212200203.npy,121_22_20231212200203,,True
../output/goes16_pl/images/121_22_20231212210203.png,../output/goes16_pl/masks/121_22_20231212210203.npy,121_22_20231212210203,,True
../output/goes16_pl/images/121_22_20231212220203.png,../output/goes16_pl/masks/121_22_20231212220203.npy,121_22_20231212220203,,True
../output/goes16_pl/images/121_22_20231212230203.png,../output/goes16_pl/masks/121_22_20231212230203.npy,121_22_20231212230203,,True
../output/goes16_pl/images/121_22_20231212240203.png,../output/goes16_pl/masks/121_22_20231212240203.npy,121_22_20231212240203,,True
../output/goes16_pl/images/121_22_20231212250203.png,../output/goes16_pl/masks/121_22_20231212250203.npy,121_22_20231212250203,,True
../output/goes16_pl/images/121_23_20231212300203.png,../output/goes16_pl/masks/121_23_20231212300203.npy,121_23_20231212300203,,True
../output/goes16_pl/images/121_23_20231212310203.png,../output/goes16_pl/masks/121_23_20231212310203.npy,121_23_20231212310203,,True
../output/goes16_pl/images/121_23_20231212320203.png,../output/goes16_pl/masks/121_23_20231212320203.npy,121_23_20231212320203,,True
../output/goes16_pl/images/121_23_20231212330203.png,../output/goes16_pl/masks/121_23_20231212330203.npy,121_23_20231212330203,,True
../output/goes16_pl/images/121_23_20231212340203.png,../output/goes16_pl/masks/121_23_20231212340203.npy,121_23_20231212340203,,True
../output/goes16_pl/images/121_23_20231212350203.png,../output/goes16_pl/masks/121_23_20231212350203.npy,121_23_20231212350203,,True
../output/goes16_pl/images/122_00_20231220000203.png,../output/goes16_pl/masks/122_00_20231220000203.npy,122_00_20231220000203,,True
../output/goes16_pl/images/122_00_20231220010203.png,../output/goes16_pl/masks/122_00_20231220010203.npy,122_00_20231220010203,,True
../output/goes16_pl/images/122_00_20231220020203.png,../output/goes16_pl/masks/122_00_20231220020203.npy,122_00_20231220020203,,True
../output/goes16_pl/images/122_00_20231220030203.png,../output/goes16_pl/masks/122_00_20231220030203.npy,122_00_20231220030203,,True
../output/goes16_pl/images/122_00_20231220040203.png,../output/goes16_pl/masks/122_00_20231220040203.npy,122_00_20231220040203,,True
../output/goes16_pl/images/122_00_20231220050203.png,../output/goes16_pl/masks/122_00_20231220050203.npy,122_00_20231220050203,,True
../output/goes16_pl/images/122_01_20231220100203.png,../output/goes16_pl/masks/122_01_20231220100203.npy,122_01_20231220100203,,True
../output/goes16_pl/images/122_01_20231220110203.png,../output/goes16_pl/masks/122_01_20231220110203.npy,122_01_20231220110203,,True
../output/goes16_pl/images/122_01_20231220120203.png,../output/goes16_pl/masks/122_01_20231220120203.npy,122_01_20231220120203,,True
../output/goes16_pl/images/122_01_20231220130203.png,../output/goes16_pl/masks/122_01_20231220130203.npy,122_01_20231220130203,,True
../output/goes16_pl/images/122_01_20231220140203.png,../output/goes16_pl/masks/122_01_20231220140203.npy,122_01_20231220140203,,True
../output/goes16_pl/images/122_01_20231220150203.png,../output/goes16_pl/masks/122_01_20231220150203.npy,122_01_20231220150203,,True
../output/goes16_pl/images/122_02_20231220200203.png,../output/goes16_pl/masks/122_02_20231220200203.npy,122_02_20231220200203,,True
../output/goes16_pl/images/122_02_20231220210203.png,../output/goes16_pl/masks/122_02_20231220210203.npy,122_02_20231220210203,,True
../output/goes16_pl/images/122_02_20231220220203.png,../output/goes16_pl/masks/122_02_20231220220203.npy,122_02_20231220220203,,True
../output/goes16_pl/images/122_02_20231220230203.png,../output/goes16_pl/masks/122_02_20231220230203.npy,122_02_20231220230203,,True
../output/goes16_pl/images/122_02_20231220240203.png,../output/goes16_pl/masks/122_02_20231220240203.npy,122_02_20231220240203,,True
../output/goes16_pl/images/122_02_20231220250203.png,../output/goes16_pl/masks/122_02_20231220250203.npy,122_02_20231220250203,,True
../output/goes16_pl/images/122_03_20231220300203.png,../output/goes16_pl/masks/122_03_20231220300203.npy,122_03_20231220300203,,True
../output/goes16_pl/images/122_03_20231220310203.png,../output/goes16_pl/masks/122_03_20231220310203.npy,122_03_20231220310203,,True
../output/goes16_pl/images/122_03_20231220320203.png,../output/goes16_pl/masks/122_03_20231220320203.npy,122_03_20231220320203,,True
../output/goes16_pl/images/122_03_20231220330203.png,../output/goes16_pl/masks/122_03_20231220330203.npy,122_03_20231220330203,,True
../output/goes16_pl/images/122_03_20231220340203.png,../output/goes16_pl/masks/122_03_20231220340203.npy,122_03_20231220340203,,True
../output/goes16_pl/images/122_03_20231220350203.png,../output/goes16_pl/masks/122_03_20231220350203.npy,122_03_20231220350203,,True
../output/goes16_pl/images/122_04_20231220400203.png,../output/goes16_pl/masks/122_04_20231220400203.npy,122_04_20231220400203,,True
../output/goes16_pl/images/122_04_20231220410203.png,../output/goes16_pl/masks/122_04_20231220410203.npy,122_04_20231220410203,,True
../output/goes16_pl/images/122_04_20231220420203.png,../output/goes16_pl/masks/122_04_20231220420203.npy,122_04_20231220420203,,True
../output/goes16_pl/images/122_04_20231220430203.png,../output/goes16_pl/masks/122_04_20231220430203.npy,122_04_20231220430203,,True
../output/goes16_pl/images/122_04_20231220440203.png,../output/goes16_pl/masks/122_04_20231220440203.npy,122_04_20231220440203,,True
../output/goes16_pl/images/122_04_20231220450203.png,../output/goes16_pl/masks/122_04_20231220450203.npy,122_04_20231220450203,,True
../output/goes16_pl/images/122_05_20231220500205.png,../output/goes16_pl/masks/122_05_20231220500205.npy,122_05_20231220500205,,True
../output/goes16_pl/images/122_05_20231220510205.png,../output/goes16_pl/masks/122_05_20231220510205.npy,122_05_20231220510205,,True
../output/goes16_pl/images/122_05_20231220520205.png,../output/goes16_pl/masks/122_05_20231220520205.npy,122_05_20231220520205,,True
../output/goes16_pl/images/122_05_20231220530205.png,../output/goes16_pl/masks/122_05_20231220530205.npy,122_05_20231220530205,,True
../output/goes16_pl/images/122_05_20231220540205.png,../output/goes16_pl/masks/122_05_20231220540205.npy,122_05_20231220540205,,True
../output/goes16_pl/images/122_05_20231220550205.png,../output/goes16_pl/masks/122_05_20231220550205.npy,122_05_20231220550205,,True
../output/goes16_pl/images/122_06_20231220600205.png,../output/goes16_pl/masks/122_06_20231220600205.npy,122_06_20231220600205,,True
../output/goes16_pl/images/122_06_20231220610205.png,../output/goes16_pl/masks/122_06_20231220610205.npy,122_06_20231220610205,,True
../output/goes16_pl/images/122_06_20231220620205.png,../output/goes16_pl/masks/122_06_20231220620205.npy,122_06_20231220620205,,True
../output/goes16_pl/images/122_06_20231220630205.png,../output/goes16_pl/masks/122_06_20231220630205.npy,122_06_20231220630205,,True
../output/goes16_pl/images/122_06_20231220640205.png,../output/goes16_pl/masks/122_06_20231220640205.npy,122_06_20231220640205,,True
../output/goes16_pl/images/122_06_20231220650205.png,../output/goes16_pl/masks/122_06_20231220650205.npy,122_06_20231220650205,,True
../output/goes16_pl/images/122_07_20231220700205.png,../output/goes16_pl/masks/122_07_20231220700205.npy,122_07_20231220700205,,True
../output/goes16_pl/images/122_07_20231220710205.png,../output/goes16_pl/masks/122_07_20231220710205.npy,122_07_20231220710205,,True
../output/goes16_pl/images/122_07_20231220720205.png,../output/goes16_pl/masks/122_07_20231220720205.npy,122_07_20231220720205,,True
../output/goes16_pl/images/122_07_20231220730205.png,../output/goes16_pl/masks/122_07_20231220730205.npy,122_07_20231220730205,,True
../output/goes16_pl/images/122_07_20231220740205.png,../output/goes16_pl/masks/122_07_20231220740205.npy,122_07_20231220740205,,True
../output/goes16_pl/images/122_07_20231220750205.png,../output/goes16_pl/masks/122_07_20231220750205.npy,122_07_20231220750205,,True
../output/goes16_pl/images/122_08_20231220800205.png,../output/goes16_pl/masks/122_08_20231220800205.npy,122_08_20231220800205,,True
../output/goes16_pl/images/122_08_20231220810205.png,../output/goes16_pl/masks/122_08_20231220810205.npy,122_08_20231220810205,,True
../output/goes16_pl/images/122_08_20231220820205.png,../output/goes16_pl/masks/122_08_20231220820205.npy,122_08_20231220820205,,True
../output/goes16_pl/images/122_08_20231220830205.png,../output/goes16_pl/masks/122_08_20231220830205.npy,122_08_20231220830205,,True
../output/goes16_pl/images/122_08_20231220840205.png,../output/goes16_pl/masks/122_08_20231220840205.npy,122_08_20231220840205,,True
../output/goes16_pl/images/122_08_20231220850205.png,../output/goes16_pl/masks/122_08_20231220850205.npy,122_08_20231220850205,,True
../output/goes16_pl/images/122_09_20231220900205.png,../output/goes16_pl/masks/122_09_20231220900205.npy,122_09_20231220900205,,True
../output/goes16_pl/images/122_09_20231220910205.png,../output/goes16_pl/masks/122_09_20231220910205.npy,122_09_20231220910205,,True
../output/goes16_pl/images/122_09_20231220920205.png,../output/goes16_pl/masks/122_09_20231220920205.npy,122_09_20231220920205,,True
../output/goes16_pl/images/122_09_20231220930205.png,../output/goes16_pl/masks/122_09_20231220930205.npy,122_09_20231220930205,,True
../output/goes16_pl/images/122_09_20231220940205.png,../output/goes16_pl/masks/122_09_20231220940205.npy,122_09_20231220940205,,True
../output/goes16_pl/images/122_09_20231220950205.png,../output/goes16_pl/masks/122_09_20231220950205.npy,122_09_20231220950205,,True
../output/goes16_pl/images/122_10_20231221000205.png,../output/goes16_pl/masks/122_10_20231221000205.npy,122_10_20231221000205,,True
../output/goes16_pl/images/122_10_20231221010205.png,../output/goes16_pl/masks/122_10_20231221010205.npy,122_10_20231221010205,,True
../output/goes16_pl/images/122_10_20231221020205.png,../output/goes16_pl/masks/122_10_20231221020205.npy,122_10_20231221020205,,True
../output/goes16_pl/images/122_10_20231221030205.png,../output/goes16_pl/masks/122_10_20231221030205.npy,122_10_20231221030205,,True
../output/goes16_pl/images/122_10_20231221040205.png,../output/goes16_pl/masks/122_10_20231221040205.npy,122_10_20231221040205,,True
../output/goes16_pl/images/122_10_20231221050205.png,../output/goes16_pl/masks/122_10_20231221050205.npy,122_10_20231221050205,,True
../output/goes16_pl/images/122_11_20231221100205.png,../output/goes16_pl/masks/122_11_20231221100205.npy,122_11_20231221100205,,True
../output/goes16_pl/images/122_11_20231221110205.png,../output/goes16_pl/masks/122_11_20231221110205.npy,122_11_20231221110205,,True
../output/goes16_pl/images/122_11_20231221120205.png,../output/goes16_pl/masks/122_11_20231221120205.npy,122_11_20231221120205,,True
../output/goes16_pl/images/122_11_20231221130205.png,../output/goes16_pl/masks/122_11_20231221130205.npy,122_11_20231221130205,,True
../output/goes16_pl/images/122_11_20231221140205.png,../output/goes16_pl/masks/122_11_20231221140205.npy,122_11_20231221140205,,True
../output/goes16_pl/images/122_11_20231221150205.png,../output/goes16_pl/masks/122_11_20231221150205.npy,122_11_20231221150205,,True
../output/goes16_pl/images/122_12_20231221200205.png,../output/goes16_pl/masks/122_12_20231221200205.npy,122_12_20231221200205,,True
../output/goes16_pl/images/122_14_20231221450205.png,../output/goes16_pl/masks/122_14_20231221450205.npy,122_14_20231221450205,,True
../output/goes16_pl/images/122_15_20231221500205.png,../output/goes16_pl/masks/122_15_20231221500205.npy,122_15_20231221500205,,True
../output/goes16_pl/images/122_15_20231221510205.png,../output/goes16_pl/masks/122_15_20231221510205.npy,122_15_20231221510205,,True
../output/goes16_pl/images/122_15_20231221520205.png,../output/goes16_pl/masks/122_15_20231221520205.npy,122_15_20231221520205,,True
../output/goes16_pl/images/122_15_20231221530205.png,../output/goes16_pl/masks/122_15_20231221530205.npy,122_15_20231221530205,,True
